sentiment,text
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
Positive,Brokeback Mountain was an AWESOME movie.
Positive,man i loved brokeback mountain!
Positive,dudeee i LOVED brokeback mountain!!!!
Positive,I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
Positive,"Anyway, thats why I love "" Brokeback Mountain."
Positive,Brokeback mountain was beautiful...
Positive,I love Brokeback Mountain.
Positive,I love Brokeback Mountain....
Positive,"He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '.."
Positive,Brokeback Mountain was so awesome.
